"26 34178"
"32 34278"
"44 34378"
"61 34479"
"70 34580"
"74 34680"
"82 34781"
"73 34881"
"65 34981"
"61 35082"
"54 35183"
"57 35283"
"61 35384"
"55 35484"
"55 35585"
"56 35685"
"58 35786"
"90 35887"
"158 35987"
"239 36087"
"295 36188"
"329 36289"
"339 36389"
"311 36490"
"236 36590"
"161 36690"
"336 36792"
"648 36892"
"912 36993"
"983 37093"
"983 37193"
"982 37295"
"983 37395"
"982 37495"
"983 37596"
"983 37697"
"920 37797"
"793 37898"
"666 37998"
"533 38098"
"402 38200"
"264 38300"
"110 38401"
"92 38501"
"173 38601"
"269 38703"
"336 38803"
"390 38903"
"448 39004"
"543 39104"
"631 39205"
"744 39306"
"831 39406"
"890 39506"
"922 39607"
"925 39708"
"915 39809"
"891 39909"
"849 40009"
"804 40111"
"751 40211"
"693 40311"
"634 40412"
"574 40512"
"514 40613"
"467 40714"
"425 40814"
"387 40914"
"355 41015"
"325 41116"
"294 41217"
"272 41317"
"252 41417"
"169 41518"
"64 41619"
"32 41719"
"62 41820"
"111 41920"
"153 42020"
"186 42122"
"201 42222"
"204 42322"
"201 42423"
"189 42523"
"171 42625"
"149 42725"
"127 42825"
"189 42926"
"127 43026"
"62 43127"
"53 43228"
"37 43328"
"46 43428"
"58 43529"
"54 43629"
"47 43730"
"61 43831"
"64 43931"
"67 44032"
"68 44132"
"62 44232"
"66 44334"
"74 44434"
"59 44534"
"54 44635"
"56 44735"
"61 44835"
"56 44937"
"54 45037"
"47 45137"
"39 45238"
"32 45338"
"26 45438"
"27 45540"
"29 45640"
"21 45741"
"23 45841"
"24 45941"
"23 46042"
"27 46143"
"28 46243"
"24 46344"
"20 46444"
"31 46544"
"23 46645"
"27 46746"
"26 46846"
"20 46947"
"33 47047"
"28 47148"
"26 47248"
"24 47349"
"22 47450"
"23 47550"
"31 47650"
"70 47751"
"193 47851"
"256 47952"
"237 48053"
"175 48153"
"109 48253"
"64 48354"
"41 48455"
"36 48556"
"61 48656"
"166 48756"
"375 48857"
"719 48958"
"983 49058"
"983 49159"
"983 49259"
"983 49359"
"983 49461"
"982 49561"
"983 49661"
"982 49762"
"983 49862"
"983 49964"
"983 50064"
"983 50164"
"982 50265"
"983 50365"
"928 50466"
"820 50567"
"712 50667"
"616 50767"
"516 50869"
"419 50969"
"370 51069"
"324 51170"
"246 51270"
"180 51372"
"122 51472"
"83 51572"
"66 51673"
"63 51773"
"51 51873"
"51 51975"
"47 52075"
"41 52175"
"103 52276"
"217 52376"
"343 52477"
"454 52578"
"531 52678"
"562 52779"
"583 52879"
"598 52980"
"637 53081"
"710 53181"
"807 53281"
"886 53382"
"835 53483"
"690 53583"
"560 53684"
"516 53784"
"581 53884"
"705 53986"
"825 54086"
"911 54187"
"952 54287"
"959 54388"
"944 54489"
"921 54589"
"882 54689"
"835 54790"
"783 54891"
"729 54991"
"670 55092"
"606 55192"
"557 55292"
"510 55394"
"467 55494"
"424 55595"
"387 55695"
"367 55795"
"352 55897"
"334 55997"
"324 56097"
"318 56198"
"310 56299"
"299 56399"
"284 56500"
"274 56600"
"260 56700"
"246 56802"
"239 56902"
"231 57003"
"224 57103"
"220 57203"
"214 57305"
"210 57405"
"201 57505"
"191 57606"
"181 57706"
"178 57807"
"169 57908"
"160 58008"
"155 58108"
"151 58209"
"142 58310"
"118 58411"
"91 58511"
"69 58611"
"33 58712"
"21 58813"
"23 58913"
"35 59014"
"35 59114"
"35 59214"
"29 59315"
"23 59416"
"20 59516"
"18 59617"
"16 59717"
"14 59817"
"13 59918"
"15 60019"
"20 60120"
"22 60220"
"21 60320"
"25 60421"
"30 60521"
"37 60622"
"44 60723"
"51 60823"
"56 60923"
"58 61024"
"57 61124"
"62 61225"
"77 61326"
"66 61426"
"73 61527"
"95 61627"
"117 61727"
"136 61829"
"144 61929"
"151 62029"
"160 62130"
"163 62230"
"163 62331"
"162 62432"
"158 62532"
"164 62632"
"156 62733"
"146 62834"
"120 62935"
"110 63035"
"91 63135"
"77 63236"
"66 63337"
"72 63437"
"51 63538"
"40 63638"
"33 63738"
"32 63839"
"31 63940"
"28 64040"
"25 64141"
"22 64241"
"27 64342"
"35 64442"
"32 64543"
"38 64644"
"40 64744"
"34 64844"
"40 64945"
"46 65045"
"39 65146"
"24 65247"
"22 65347"
"43 65447"
"60 65548"
"64 65648"
"66 65750"
"63 65850"
"62 65950"
"57 66051"
"51 66151"
"48 66251"
"49 66353"
"48 66453"
"47 66553"
"43 66654"
"35 66754"
"29 66854"
"24 66956"
